record_id,timestamp,txid,src_ip,dst_ip,src_port,dst_port,geo_country,asn
net-rec-000218,2026-03-01T18:12:13+00:00,tx_norm_000866,108.21.200.15,178.7.198.79,30990,8333,GB,AS13335
net-rec-000219,2026-03-01T18:12:29+00:00,,151.103.130.87,111.38.34.87,31329,8333,CA,AS15169
net-rec-000220,2026-03-01T18:12:40+00:00,tx_dust_0013,106.106.196.163,116.109.94.90,29385,8333,US,AS9009
net-rec-000221,2026-03-01T18:13:02+00:00,tx_dust_0009,74.60.66.208,96.90.226.210,25888,8333,NL,AS24940
net-rec-000222,2026-03-01T18:13:21+00:00,tx_norm_000208,111.38.34.87,174.148.92.173,42610,8333,CA,AS16509
net-rec-000223,2026-03-01T18:13:54+00:00,tx_norm_000723,179.41.137.154,134.144.51.125,31596,8333,SG,AS13335
net-rec-000224,2026-03-01T18:14:27+00:00,tx_norm_000266,23.141.103.68,49.84.129.179,56833,8333,IN,AS24940
net-rec-000225,2026-03-01T18:14:38+00:00,tx_norm_000883,178.218.155.238,121.212.186.83,41327,8333,FR,AS15169
net-rec-000226,2026-03-01T18:15:13+00:00,tx_norm_000875,111.249.115.193,59.83.89.153,45061,8333,CA,AS16509
net-rec-000227,2026-03-01T18:15:22+00:00,tx_norm_000562,158.23.29.172,91.141.254.84,48805,8333,JP,AS16509
net-rec-000228,2026-03-01T18:15:29+00:00,tx_norm_000220,76.93.247.116,54.253.90.158,34239,8333,FR,AS9009
net-rec-000229,2026-03-01T18:16:09+00:00,,74.63.19.69,65.97.197.141,41353,8333,SG,AS16509
net-rec-000230,2026-03-01T18:16:48+00:00,,178.7.198.79,116.109.94.90,46996,8333,SG,AS15169
net-rec-000231,2026-03-01T18:17:18+00:00,tx_norm_000673,121.83.176.237,15.133.35.228,39870,8333,CA,AS8075
net-rec-000232,2026-03-01T18:17:30+00:00,tx_norm_000170,152.131.143.147,134.144.51.125,36024,8333,FR,AS8075
net-rec-000233,2026-03-01T18:17:46+00:00,tx_norm_000962,187.211.71.236,20.188.207.148,28005,8333,JP,AS9009
net-rec-000234,2026-03-01T18:18:20+00:00,tx_norm_000827,87.24.147.103,178.218.155.238,21281,8333,GB,AS13335
net-rec-000235,2026-03-01T18:18:39+00:00,tx_norm_000975,189.34.196.35,65.97.197.141,27633,8333,JP,AS8075
net-rec-000236,2026-03-01T18:19:19+00:00,tx_norm_000191,178.218.155.238,166.62.145.140,24579,8333,US,AS13335
net-rec-000237,2026-03-01T18:19:37+00:00,tx_norm_000610,187.180.148.210,32.122.147.191,52617,8333,DE,AS16509
net-rec-000238,2026-03-01T18:20:11+00:00,tx_norm_000837,152.131.143.147,178.7.198.79,56589,8333,CA,AS16509
net-rec-000239,2026-03-01T18:20:22+00:00,tx_norm_000831,163.148.130.24,106.106.196.163,26458,8333,GB,AS24940
net-rec-000240,2026-03-01T18:20:28+00:00,tx_norm_000177,128.180.171.110,32.103.129.112,37387,8333,CA,AS24940
net-rec-000241,2026-03-01T18:21:09+00:00,tx_norm_000702,116.109.94.90,108.21.200.15,52994,8333,FR,AS24940
net-rec-000242,2026-03-01T18:21:34+00:00,tx_norm_000709,23.141.103.68,111.249.115.193,44392,8333,CA,AS13335
net-rec-000243,2026-03-01T18:21:48+00:00,tx_norm_000547,87.24.147.103,76.93.247.116,22650,8333,US,AS13335
net-rec-000244,2026-03-01T18:22:10+00:00,tx_norm_000397,67.40.13.173,121.83.176.237,57530,8333,FR,AS13335
net-rec-000245,2026-03-01T18:22:20+00:00,tx_norm_000355,74.63.19.69,158.23.29.172,33765,8333,FR,AS15169
net-rec-000246,2026-03-01T18:22:24+00:00,tx_norm_000658,178.218.155.238,23.141.103.68,58461,8333,GB,AS9009
net-rec-000247,2026-03-01T18:22:28+00:00,tx_norm_000203,35.153.165.77,76.93.247.116,53513,8333,US,AS8075
net-rec-000248,2026-03-01T18:22:43+00:00,,178.218.155.238,179.41.137.154,50808,8333,NL,AS9009
net-rec-000249,2026-03-01T18:23:23+00:00,tx_norm_000623,91.141.254.84,49.84.129.179,23173,8333,SG,AS9009
net-rec-000250,2026-03-01T18:23:35+00:00,tx_norm_000161,91.141.254.84,156.235.56.188,50169,8333,JP,AS9009
net-rec-000251,2026-03-01T18:23:46+00:00,tx_norm_000620,189.34.196.35,91.141.254.84,25848,8333,DE,AS24940
net-rec-000252,2026-03-01T18:24:14+00:00,tx_norm_000935,65.97.197.141,134.45.125.212,1194,8333,SG,AS9009
net-rec-000253,2026-03-01T18:24:38+00:00,tx_norm_000947,96.90.226.210,76.93.247.116,36297,8333,FR,AS9009
net-rec-000254,2026-03-01T18:24:54+00:00,tx_norm_000585,76.93.247.116,125.246.102.1,42106,8333,CA,AS15169
net-rec-000255,2026-03-01T18:25:39+00:00,tx_norm_000666,116.109.94.90,189.34.196.35,39756,8333,CA,AS15169
net-rec-000256,2026-03-01T18:25:51+00:00,tx_norm_000288,65.97.197.141,174.148.92.173,38641,8333,CA,AS9009
net-rec-000257,2026-03-01T18:26:19+00:00,tx_norm_000143,54.253.90.158,178.218.155.238,20572,8333,GB,AS16509
net-rec-000258,2026-03-01T18:26:31+00:00,tx_norm_000384,106.106.196.163,67.111.75.202,9050,8333,GB,AS13335
net-rec-000259,2026-03-01T18:26:58+00:00,tx_dust_0016,112.167.147.51,112.167.147.51,20081,8333,NL,AS9009
net-rec-000260,2026-03-01T18:27:43+00:00,tx_norm_000353,106.106.196.163,20.188.207.148,58237,8333,US,AS15169
net-rec-000261,2026-03-01T18:28:00+00:00,,91.141.254.84,30.186.84.203,32501,8333,GB,AS8075
net-rec-000262,2026-03-01T18:28:23+00:00,tx_norm_000396,187.211.71.236,125.246.102.1,28541,8333,US,AS13335
net-rec-000263,2026-03-01T18:28:30+00:00,,189.34.196.35,35.153.165.77,29230,8333,US,AS24940
net-rec-000264,2026-03-01T18:28:40+00:00,tx_norm_000165,35.153.165.77,67.55.220.81,52430,8333,US,AS16509
net-rec-000265,2026-03-01T18:29:21+00:00,tx_norm_000453,32.122.147.191,30.186.84.203,25595,8333,CH,AS8075
net-rec-000266,2026-03-01T18:29:25+00:00,tx_norm_000133,106.106.196.163,67.40.13.173,54802,8333,DE,AS13335
net-rec-000267,2026-03-01T18:29:48+00:00,tx_norm_000884,166.62.145.140,19.252.73.153,20496,8333,IN,AS15169
net-rec-000268,2026-03-01T18:30:06+00:00,tx_peel_0017,21.82.139.145,20.188.207.148,46577,8333,FR,AS9009
net-rec-000269,2026-03-01T18:30:37+00:00,tx_norm_000914,134.144.51.125,78.94.228.150,24252,8333,JP,AS8075
net-rec-000270,2026-03-01T18:31:02+00:00,tx_norm_000435,74.63.19.69,88.2.77.253,36128,8333,JP,AS15169
net-rec-000271,2026-03-01T18:31:13+00:00,tx_norm_000257,187.180.148.210,128.180.171.110,27245,8333,CA,AS15169
net-rec-000272,2026-03-01T18:31:23+00:00,tx_norm_000526,91.141.254.84,112.167.147.51,1194,8333,CH,AS8075
net-rec-000273,2026-03-01T18:31:40+00:00,tx_norm_000408,67.55.220.81,20.188.207.148,25896,8333,SG,AS24940
net-rec-000274,2026-03-01T18:32:16+00:00,tx_peel_0013,96.90.226.210,134.45.125.212,44002,8333,DE,AS16509
net-rec-000275,2026-03-01T18:32:56+00:00,tx_norm_000737,124.239.91.232,187.180.148.210,23984,8333,DE,AS16509
net-rec-000276,2026-03-01T18:33:31+00:00,tx_norm_000463,124.239.91.232,111.38.34.87,50274,8333,NL,AS13335
net-rec-000277,2026-03-01T18:33:39+00:00,,154.158.189.135,96.90.226.210,43666,8333,IN,AS24940
net-rec-000278,2026-03-01T18:34:01+00:00,tx_norm_000410,65.97.197.141,174.148.92.173,32881,8333,US,AS8075
net-rec-000279,2026-03-01T18:34:31+00:00,tx_norm_000544,158.23.29.172,134.45.125.212,43287,8333,CH,AS9009
net-rec-000280,2026-03-01T18:35:01+00:00,tx_norm_000508,174.148.92.173,153.107.192.28,56782,8333,GB,AS16509
net-rec-000281,2026-03-01T18:35:46+00:00,tx_norm_000795,76.93.247.116,154.158.189.135,30261,8333,JP,AS13335
net-rec-000282,2026-03-01T18:36:16+00:00,,30.186.84.203,128.92.40.36,25172,8333,FR,AS15169
net-rec-000283,2026-03-01T18:36:52+00:00,tx_norm_000141,67.111.75.202,128.180.171.110,21243,8333,US,AS13335
net-rec-000284,2026-03-01T18:37:20+00:00,tx_dust_0051,187.211.71.236,174.148.92.173,58621,8333,DE,AS15169
net-rec-000285,2026-03-01T18:37:26+00:00,tx_norm_000497,111.249.115.193,128.180.171.110,36535,8333,US,AS9009
net-rec-000286,2026-03-01T18:38:10+00:00,tx_norm_000241,122.107.239.223,151.103.130.87,56178,8333,FR,AS9009
net-rec-000287,2026-03-01T18:38:53+00:00,tx_norm_000587,153.107.192.28,152.131.143.147,24310,8333,SG,AS15169
net-rec-000288,2026-03-01T18:39:12+00:00,tx_norm_000513,128.180.171.110,67.40.13.173,39505,8333,FR,AS24940
net-rec-000289,2026-03-01T18:39:40+00:00,tx_norm_000541,20.188.207.148,76.93.247.116,24267,8333,JP,AS8075
net-rec-000290,2026-03-01T18:40:11+00:00,tx_norm_000833,156.235.56.188,23.141.103.68,56473,8333,IN,AS15169
net-rec-000291,2026-03-01T18:40:40+00:00,,124.239.91.232,16.198.211.242,51782,8333,US,AS24940
net-rec-000292,2026-03-01T18:41:13+00:00,tx_norm_000254,19.252.73.153,30.186.84.203,41123,8333,SG,AS16509
net-rec-000293,2026-03-01T18:41:48+00:00,tx_norm_000609,16.198.211.242,21.82.139.145,27467,8333,JP,AS15169
net-rec-000294,2026-03-01T18:41:55+00:00,tx_norm_000932,88.2.77.253,121.83.176.237,48232,8333,SG,AS15169
net-rec-000295,2026-03-01T18:42:11+00:00,tx_norm_000527,187.180.148.210,121.83.176.237,55425,8333,SG,AS15169
net-rec-000296,2026-03-01T18:42:19+00:00,tx_norm_000861,166.62.145.140,49.84.129.179,21797,8333,IN,AS15169
net-rec-000297,2026-03-01T18:42:56+00:00,,112.167.147.51,163.148.130.24,44207,8333,FR,AS8075
net-rec-000298,2026-03-01T18:43:31+00:00,tx_norm_000906,189.34.196.35,59.83.89.153,29607,8333,DE,AS15169
net-rec-000299,2026-03-01T18:44:02+00:00,,32.122.147.191,49.84.129.179,53007,8333,FR,AS13335
net-rec-000300,2026-03-01T18:44:47+00:00,tx_norm_000834,154.158.189.135,54.253.90.158,55823,8333,CH,AS13335
net-rec-000301,2026-03-01T18:45:09+00:00,tx_norm_000164,32.103.129.112,96.90.226.210,43334,8333,CA,AS9009
net-rec-000302,2026-03-01T18:45:26+00:00,tx_norm_000450,108.21.200.15,122.107.239.223,20755,8333,SG,AS15169
net-rec-000303,2026-03-01T18:45:30+00:00,tx_peel_0047,156.235.56.188,111.249.115.193,51016,8333,DE,AS16509
net-rec-000304,2026-03-01T18:45:45+00:00,tx_dust_0036,187.211.71.236,32.103.129.112,25996,8333,DE,AS16509
net-rec-000305,2026-03-01T18:46:20+00:00,,163.148.130.24,134.144.51.125,37721,8333,SG,AS8075
net-rec-000306,2026-03-01T18:47:05+00:00,tx_norm_000925,108.21.200.15,13.163.200.162,45696,8333,JP,AS9009
net-rec-000307,2026-03-01T18:47:48+00:00,tx_peel_0044,13.163.200.162,88.2.77.253,27727,8333,DE,AS8075
net-rec-000308,2026-03-01T18:48:18+00:00,tx_norm_000437,128.180.171.110,67.40.13.173,56165,8333,NL,AS16509
net-rec-000309,2026-03-01T18:48:52+00:00,tx_norm_000915,112.167.147.51,19.252.73.153,56581,8333,GB,AS9009
net-rec-000310,2026-03-01T18:49:19+00:00,tx_norm_000797,54.253.90.158,65.97.197.141,46093,8333,IN,AS9009
net-rec-000311,2026-03-01T18:49:24+00:00,,54.253.90.158,74.63.19.69,38549,8333,FR,AS24940
net-rec-000312,2026-03-01T18:49:51+00:00,tx_norm_000737,88.2.77.253,174.148.92.173,48135,8333,IN,AS24940
net-rec-000313,2026-03-01T18:50:26+00:00,tx_dust_0015,134.45.125.212,124.239.91.232,443,8333,CH,AS16509
net-rec-000314,2026-03-01T18:50:39+00:00,,128.92.40.36,154.158.189.135,35935,8333,CH,AS13335
net-rec-000315,2026-03-01T18:51:16+00:00,tx_peel_0000,108.21.200.15,67.55.220.81,34549,8333,CA,AS24940
net-rec-000316,2026-03-01T18:51:53+00:00,tx_norm_000233,21.82.139.145,106.106.196.163,8080,8333,IN,AS24940
net-rec-000317,2026-03-01T18:52:26+00:00,tx_norm_000770,96.90.226.210,151.103.130.87,57732,8333,CH,AS15169
net-rec-000318,2026-03-01T18:53:08+00:00,tx_dust_0040,187.211.71.236,13.163.200.162,27402,8333,NL,AS13335
net-rec-000319,2026-03-01T18:53:53+00:00,tx_norm_000614,49.84.129.179,111.38.34.87,33406,8333,CH,AS15169
net-rec-000320,2026-03-01T18:54:10+00:00,tx_norm_000736,156.235.56.188,65.97.197.141,42395,8333,NL,AS15169
net-rec-000321,2026-03-01T18:54:29+00:00,tx_norm_000523,124.239.91.232,178.7.198.79,21437,8333,SG,AS13335
net-rec-000322,2026-03-01T18:54:49+00:00,tx_norm_000507,121.212.186.83,30.186.84.203,26380,8333,GB,AS9009
net-rec-000323,2026-03-01T18:54:54+00:00,,67.111.75.202,134.144.51.125,21851,8333,FR,AS24940
net-rec-000324,2026-03-01T18:55:22+00:00,tx_norm_000481,32.103.129.112,189.34.196.35,24281,8333,CA,AS16509
net-rec-000325,2026-03-01T18:55:41+00:00,tx_norm_000586,32.103.129.112,122.107.239.223,22741,8333,CA,AS9009
net-rec-000326,2026-03-01T18:55:44+00:00,,187.180.148.210,124.239.91.232,29532,8333,IN,AS15169
net-rec-000327,2026-03-01T18:56:15+00:00,tx_norm_000529,121.83.176.237,74.63.19.69,34842,8333,GB,AS8075
net-rec-000328,2026-03-01T18:56:29+00:00,,49.84.129.179,122.107.239.223,37368,8333,CH,AS8075
net-rec-000329,2026-03-01T18:57:14+00:00,tx_norm_000824,178.7.198.79,87.24.147.103,58126,8333,FR,AS8075
net-rec-000330,2026-03-01T18:57:45+00:00,tx_norm_000518,74.60.66.208,152.131.143.147,25917,8333,GB,AS8075
net-rec-000331,2026-03-01T18:58:04+00:00,,112.167.147.51,91.141.254.84,27251,8333,FR,AS16509
net-rec-000332,2026-03-01T18:58:45+00:00,tx_dust_0008,121.83.176.237,78.94.228.150,51310,8333,NL,AS9009
net-rec-000333,2026-03-01T18:59:12+00:00,,128.180.171.110,35.153.165.77,24612,8333,DE,AS24940
net-rec-000334,2026-03-01T18:59:18+00:00,tx_norm_000610,122.107.239.223,112.167.147.51,56388,8333,CH,AS16509
net-rec-000335,2026-03-01T18:59:47+00:00,tx_norm_000420,111.38.34.87,108.21.200.15,26554,8333,FR,AS13335
net-rec-000336,2026-03-01T19:00:10+00:00,tx_dust_0006,74.60.66.208,174.148.92.173,23221,8333,FR,AS9009
net-rec-000337,2026-03-01T19:00:54+00:00,tx_norm_000826,106.106.196.163,88.2.77.253,58034,8333,SG,AS15169
net-rec-000338,2026-03-01T19:01:15+00:00,,74.60.66.208,134.144.51.125,37955,8333,CA,AS8075
net-rec-000339,2026-03-01T19:01:45+00:00,tx_norm_000420,37.43.203.47,88.2.77.253,48560,8333,SG,AS15169
net-rec-000340,2026-03-01T19:02:07+00:00,tx_norm_000885,78.94.228.150,157.40.25.10,49038,8333,CA,AS15169
net-rec-000341,2026-03-01T19:02:46+00:00,tx_norm_000975,187.211.71.236,76.93.247.116,34465,8333,CA,AS8075
net-rec-000342,2026-03-01T19:02:50+00:00,tx_norm_000248,121.83.176.237,112.167.147.51,36914,8333,CH,AS24940
net-rec-000343,2026-03-01T19:03:01+00:00,,65.97.197.141,67.111.75.202,42053,8333,IN,AS15169
net-rec-000344,2026-03-01T19:03:10+00:00,tx_norm_000342,108.14.79.135,54.253.90.158,35001,8333,US,AS15169
net-rec-000345,2026-03-01T19:03:40+00:00,tx_norm_000191,91.141.254.84,65.97.197.141,39274,8333,JP,AS24940
net-rec-000346,2026-03-01T19:04:13+00:00,tx_norm_000485,187.211.71.236,21.82.139.145,40709,8333,DE,AS24940
net-rec-000347,2026-03-01T19:04:17+00:00,tx_norm_000181,67.55.220.81,179.41.137.154,26548,8333,GB,AS8075
net-rec-000348,2026-03-01T19:04:36+00:00,tx_norm_000529,49.84.129.179,153.107.192.28,23930,8333,CA,AS15169
net-rec-000349,2026-03-01T19:04:45+00:00,tx_norm_000528,87.24.147.103,41.223.198.59,52409,8333,SG,AS16509
net-rec-000350,2026-03-01T19:04:53+00:00,tx_norm_000609,116.109.94.90,54.253.90.158,49103,8333,US,AS13335
net-rec-000351,2026-03-01T19:05:24+00:00,tx_norm_000735,156.235.56.188,49.84.129.179,30755,8333,CH,AS15169
net-rec-000352,2026-03-01T19:05:36+00:00,tx_norm_000941,166.62.145.140,88.2.77.253,54652,8333,NL,AS9009
net-rec-000353,2026-03-01T19:06:09+00:00,tx_norm_000440,128.92.40.36,158.23.29.172,45288,8333,CA,AS15169
net-rec-000354,2026-03-01T19:06:41+00:00,tx_norm_000997,154.158.189.135,88.2.77.253,44149,8333,CA,AS16509
net-rec-000355,2026-03-01T19:07:03+00:00,tx_norm_000687,41.223.198.59,108.21.200.15,35241,8333,GB,AS13335
net-rec-000356,2026-03-01T19:07:29+00:00,tx_norm_000972,67.55.220.81,88.2.77.253,8080,8333,IN,AS9009
net-rec-000357,2026-03-01T19:07:55+00:00,tx_norm_000478,157.40.25.10,121.83.176.237,32898,8333,DE,AS15169
net-rec-000358,2026-03-01T19:08:06+00:00,,121.212.186.83,16.198.211.242,49324,8333,CA,AS8075
net-rec-000359,2026-03-01T19:08:40+00:00,tx_norm_000635,32.122.147.191,134.45.125.212,25561,8333,JP,AS24940
net-rec-000360,2026-03-01T19:08:56+00:00,tx_norm_000300,67.40.13.173,20.188.207.148,30902,8333,SG,AS15169
net-rec-000361,2026-03-01T19:09:11+00:00,,41.223.198.59,154.158.189.135,31122,8333,DE,AS24940
net-rec-000362,2026-03-01T19:09:36+00:00,tx_norm_000670,122.107.239.223,108.14.79.135,24408,8333,CH,AS16509
net-rec-000363,2026-03-01T19:09:41+00:00,tx_norm_000731,49.84.129.179,108.14.79.135,45337,8333,NL,AS13335
net-rec-000364,2026-03-01T19:10:18+00:00,tx_norm_000148,67.55.220.81,157.40.25.10,35036,8333,NL,AS13335
net-rec-000365,2026-03-01T19:10:21+00:00,tx_norm_000942,158.23.29.172,108.21.200.15,26805,8333,DE,AS9009
net-rec-000366,2026-03-01T19:10:49+00:00,tx_norm_000517,16.198.211.242,74.63.19.69,24388,8333,CH,AS13335
net-rec-000367,2026-03-01T19:11:03+00:00,tx_norm_000260,178.7.198.79,88.2.77.253,43557,8333,IN,AS24940
net-rec-000368,2026-03-01T19:11:09+00:00,tx_norm_000215,154.158.189.135,67.111.75.202,43699,8333,DE,AS24940
net-rec-000369,2026-03-01T19:11:50+00:00,tx_norm_000461,111.38.34.87,153.107.192.28,27022,8333,GB,AS16509
net-rec-000370,2026-03-01T19:12:34+00:00,tx_norm_000150,122.107.239.223,108.21.200.15,52921,8333,IN,AS8075
net-rec-000371,2026-03-01T19:13:01+00:00,tx_norm_000581,13.163.200.162,96.90.226.210,58425,8333,CA,AS16509
net-rec-000372,2026-03-01T19:13:42+00:00,tx_norm_000322,35.153.165.77,74.63.19.69,28706,8333,JP,AS15169
net-rec-000373,2026-03-01T19:14:02+00:00,tx_norm_000697,106.106.196.163,128.180.171.110,35240,8333,DE,AS9009
net-rec-000374,2026-03-01T19:14:43+00:00,tx_norm_000986,74.60.66.208,67.55.220.81,31470,8333,SG,AS16509
net-rec-000375,2026-03-01T19:15:21+00:00,tx_norm_000606,134.45.125.212,15.133.35.228,35431,8333,FR,AS15169
net-rec-000376,2026-03-01T19:15:33+00:00,,67.40.13.173,174.148.92.173,52765,8333,CH,AS16509
net-rec-000377,2026-03-01T19:16:12+00:00,tx_norm_000176,96.90.226.210,111.38.34.87,23235,8333,FR,AS8075
net-rec-000378,2026-03-01T19:16:28+00:00,tx_fee_anomaly_0013,128.180.171.110,65.97.197.141,20976,8333,NL,AS16509
net-rec-000379,2026-03-01T19:16:31+00:00,tx_norm_000708,96.90.226.210,74.60.66.208,48440,8333,DE,AS15169
net-rec-000380,2026-03-01T19:16:35+00:00,tx_norm_000646,108.14.79.135,178.7.198.79,56576,8333,JP,AS9009
net-rec-000381,2026-03-01T19:17:02+00:00,tx_norm_000560,179.41.137.154,78.94.228.150,32409,8333,CH,AS15169
net-rec-000382,2026-03-01T19:17:23+00:00,tx_norm_000741,15.133.35.228,54.253.90.158,38963,8333,GB,AS9009
net-rec-000383,2026-03-01T19:17:41+00:00,tx_dust_0036,13.163.200.162,134.144.51.125,23104,8333,JP,AS13335
net-rec-000384,2026-03-01T19:18:10+00:00,tx_norm_000784,121.83.176.237,76.93.247.116,29060,8333,GB,AS13335
net-rec-000385,2026-03-01T19:18:39+00:00,,13.163.200.162,128.180.171.110,26400,8333,US,AS16509
net-rec-000386,2026-03-01T19:18:43+00:00,tx_norm_000769,87.24.147.103,78.94.228.150,20229,8333,IN,AS13335
net-rec-000387,2026-03-01T19:19:23+00:00,tx_norm_000854,151.103.130.87,30.186.84.203,23019,8333,CH,AS9009
net-rec-000388,2026-03-01T19:19:50+00:00,tx_dust_0043,151.103.130.87,178.7.198.79,8080,8333,GB,AS13335
net-rec-000389,2026-03-01T19:19:58+00:00,tx_norm_000720,74.63.19.69,16.198.211.242,34732,8333,US,AS24940
net-rec-000390,2026-03-01T19:20:35+00:00,tx_norm_000408,21.82.139.145,67.55.220.81,58763,8333,FR,AS24940
net-rec-000391,2026-03-01T19:20:40+00:00,tx_peel_0015,78.94.228.150,30.186.84.203,32756,8333,CH,AS8075
net-rec-000392,2026-03-01T19:20:55+00:00,tx_norm_000144,74.60.66.208,178.218.155.238,57189,8333,FR,AS24940
net-rec-000393,2026-03-01T19:21:08+00:00,tx_norm_000470,134.144.51.125,122.107.239.223,9050,8333,CH,AS8075
net-rec-000394,2026-03-01T19:21:46+00:00,tx_norm_000650,178.218.155.238,163.148.130.24,54677,8333,JP,AS8075
net-rec-000395,2026-03-01T19:21:53+00:00,tx_norm_000379,112.167.147.51,78.94.228.150,31836,8333,JP,AS15169
net-rec-000396,2026-03-01T19:22:32+00:00,tx_norm_000386,174.148.92.173,106.106.196.163,35515,8333,US,AS15169
net-rec-000397,2026-03-01T19:22:43+00:00,tx_norm_000718,32.103.129.112,121.83.176.237,49789,8333,CA,AS8075
net-rec-000398,2026-03-01T19:23:21+00:00,tx_norm_000191,74.60.66.208,41.223.198.59,1194,8333,US,AS8075
net-rec-000399,2026-03-01T19:23:47+00:00,,151.103.130.87,157.40.25.10,43672,8333,CA,AS13335
net-rec-000400,2026-03-01T19:23:57+00:00,tx_norm_000467,16.198.211.242,20.188.207.148,29041,8333,IN,AS24940
net-rec-000401,2026-03-01T19:24:38+00:00,tx_dust_0025,124.239.91.232,121.212.186.83,56138,8333,IN,AS15169
net-rec-000402,2026-03-01T19:25:19+00:00,tx_norm_000412,106.106.196.163,166.62.145.140,31601,8333,SG,AS8075
net-rec-000403,2026-03-01T19:25:52+00:00,tx_norm_000601,151.103.130.87,32.122.147.191,37323,8333,GB,AS13335
net-rec-000404,2026-03-01T19:26:03+00:00,tx_norm_000566,128.92.40.36,20.188.207.148,44434,8333,US,AS13335
net-rec-000405,2026-03-01T19:26:33+00:00,tx_fee_anomaly_0018,153.107.192.28,106.106.196.163,29275,8333,GB,AS24940
net-rec-000406,2026-03-01T19:26:36+00:00,tx_peel_0018,32.122.147.191,19.252.73.153,8080,8333,GB,AS24940
net-rec-000407,2026-03-01T19:26:56+00:00,,187.180.148.210,67.55.220.81,28913,8333,JP,AS16509
net-rec-000408,2026-03-01T19:27:31+00:00,tx_norm_000573,21.82.139.145,153.107.192.28,38349,8333,US,AS15169
net-rec-000409,2026-03-01T19:28:05+00:00,tx_norm_000968,178.7.198.79,166.62.145.140,31977,8333,IN,AS9009
net-rec-000410,2026-03-01T19:28:36+00:00,tx_norm_000139,156.235.56.188,54.253.90.158,55536,8333,GB,AS15169
net-rec-000411,2026-03-01T19:29:09+00:00,tx_norm_000805,128.92.40.36,179.41.137.154,23866,8333,DE,AS8075
net-rec-000412,2026-03-01T19:29:35+00:00,,21.82.139.145,116.109.94.90,50397,8333,DE,AS9009
net-rec-000413,2026-03-01T19:29:43+00:00,tx_norm_000437,179.41.137.154,23.141.103.68,22858,8333,GB,AS16509
net-rec-000414,2026-03-01T19:30:14+00:00,tx_norm_000583,106.106.196.163,187.180.148.210,22151,8333,DE,AS24940
net-rec-000415,2026-03-01T19:30:54+00:00,tx_peel_0015,153.107.192.28,59.83.89.153,36805,8333,DE,AS8075
net-rec-000416,2026-03-01T19:31:33+00:00,tx_norm_000575,111.38.34.87,19.252.73.153,39204,8333,SG,AS8075
net-rec-000417,2026-03-01T19:32:09+00:00,tx_norm_000607,41.223.198.59,128.92.40.36,47009,8333,SG,AS8075
net-rec-000418,2026-03-01T19:32:28+00:00,tx_norm_000483,189.34.196.35,21.82.139.145,25773,8333,CA,AS16509
net-rec-000419,2026-03-01T19:33:01+00:00,tx_norm_000318,112.167.147.51,59.83.89.153,33973,8333,DE,AS15169
net-rec-000420,2026-03-01T19:33:20+00:00,tx_norm_000157,128.92.40.36,19.252.73.153,46429,8333,SG,AS15169
net-rec-000421,2026-03-01T19:33:52+00:00,,125.246.102.1,134.45.125.212,43589,8333,IN,AS8075
net-rec-000422,2026-03-01T19:34:10+00:00,tx_norm_000940,121.212.186.83,87.24.147.103,23963,8333,IN,AS8075
net-rec-000423,2026-03-01T19:34:40+00:00,tx_norm_000439,134.45.125.212,19.252.73.153,55910,8333,IN,AS13335
net-rec-000424,2026-03-01T19:35:17+00:00,tx_norm_000560,187.211.71.236,112.167.147.51,40835,8333,NL,AS24940
net-rec-000425,2026-03-01T19:36:00+00:00,,187.211.71.236,122.107.239.223,29037,8333,US,AS13335
net-rec-000426,2026-03-01T19:36:24+00:00,tx_norm_000835,134.45.125.212,87.24.147.103,23284,8333,GB,AS24940
net-rec-000427,2026-03-01T19:37:06+00:00,tx_dust_0030,78.94.228.150,125.246.102.1,30450,8333,FR,AS16509
net-rec-000428,2026-03-01T19:37:09+00:00,tx_norm_000553,54.253.90.158,124.239.91.232,41269,8333,US,AS24940
net-rec-000429,2026-03-01T19:37:52+00:00,tx_norm_000748,174.148.92.173,124.239.91.232,59327,8333,NL,AS15169
net-rec-000430,2026-03-01T19:38:00+00:00,,187.180.148.210,124.239.91.232,45421,8333,FR,AS9009
net-rec-000431,2026-03-01T19:38:04+00:00,tx_norm_000824,16.198.211.242,163.148.130.24,49175,8333,CH,AS15169
net-rec-000432,2026-03-01T19:38:18+00:00,tx_peel_0024,87.24.147.103,178.7.198.79,44310,8333,NL,AS13335
net-rec-000433,2026-03-01T19:38:38+00:00,tx_dust_0034,163.148.130.24,59.83.89.153,20042,8333,DE,AS9009
net-rec-000434,2026-03-01T19:38:49+00:00,tx_norm_000922,152.131.143.147,128.92.40.36,57086,8333,US,AS15169
net-rec-000435,2026-03-01T19:39:02+00:00,,32.103.129.112,179.41.137.154,23327,8333,GB,AS15169
net-rec-000436,2026-03-01T19:39:26+00:00,tx_norm_000736,54.253.90.158,112.167.147.51,42742,8333,FR,AS13335
net-rec-000437,2026-03-01T19:39:57+00:00,tx_norm_000632,157.40.25.10,128.180.171.110,443,8333,JP,AS15169
net-rec-000438,2026-03-01T19:40:28+00:00,tx_norm_000864,106.106.196.163,37.43.203.47,56093,8333,GB,AS9009
net-rec-000439,2026-03-01T19:41:08+00:00,tx_norm_000659,174.148.92.173,37.43.203.47,24309,8333,US,AS24940
