record_id,timestamp,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type
tx-rec-000214,2026-03-01T10:32:13+00:00,tx_norm_000214,"[""bc1quw6459ts6pc3dratc9avhvly3wjvea2v57flxg""]","[""bc1qhjx6lr5emwjezxs9yzg5fqraqvqxn7madpznyj""]",[3.360589],[3.360469],0.00012,P2PKH
tx-rec-000215,2026-03-01T10:32:40+00:00,tx_norm_000215,"[""bc1qcat4vnp6z866ky8e6nf0m7leq7st34v6cg9vjn""]","[""bc1quw6459ts6pc3dratc9avhvly3wjvea2v57flxg""]",[2.85207],[2.85195],0.00012,P2SH
tx-rec-000216,2026-03-01T10:33:23+00:00,tx_norm_000216,"[""bc1qn5hzcqnvvvecqsv23nxzrf4nvgqw2tad5jlt63""]","[""bc1q9enf0pknmslq3x4ta3sgephk5etky5pxtrdykk""]",[0.909301],[0.909181],0.00012,P2PKH
tx-rec-000217,2026-03-01T10:34:07+00:00,tx_norm_000217,"[""bc1qszz4p9ux2z8vtduv6ltqx0qyll7zwhah388j0x""]","[""bc1q2xmphldtc863jfk387cd7sjzuz0pgwmmypcxye"", ""bc1qdpsvrymdl7p84vdsltvzumn0xu96qac0vle5n0""]",[1.829437],"[1.536005, 0.293312]",0.00012,P2SH
tx-rec-000218,2026-03-01T10:34:14+00:00,tx_norm_000218,"[""bc1q0v5596p00t8c62rjrhsj4jy2tvjgy2hephx33m""]","[""bc1q3pamfqd2vdz9zy3ndtpy5mt23sdelmpydsljen""]",[1.679235],[1.679115],0.00012,P2SH
tx-rec-000219,2026-03-01T10:34:46+00:00,tx_norm_000219,"[""bc1qulyzp92shnx6lnh3dcpvcqayukgcczejzpkf7d""]","[""bc1qwm0j85fm8fp3z3jjzkehnz90tdrnsrc2ku6sgq""]",[1.201269],[1.201149],0.00012,P2TR
tx-rec-000220,2026-03-01T10:34:53+00:00,tx_norm_000220,"[""bc1qwgtnch524wcqj68ggj6dafcmtn34parpxvcl5d""]","[""bc1qy4zh8m7xksekd9jh4zhuxdfl859xlf5ceuhnp9""]",[0.695367],[0.695247],0.00012,P2PKH
tx-rec-000221,2026-03-01T10:35:27+00:00,tx_norm_000221,"[""bc1qcqjuu9k6ndnujexjdvhhmj563n76dq48trhh76""]","[""bc1qraafea5fypwmak0aflngg7hwt63jncusp8708h""]",[1.336593],[1.336473],0.00012,P2TR
tx-rec-000222,2026-03-01T10:36:23+00:00,tx_norm_000222,"[""bc1qcqjuu9k6ndnujexjdvhhmj563n76dq48trhh76""]","[""bc1qvlq28a3849ndd79xnm6r6eznkpus82c97ywcne"", ""bc1qldqn65772d9kcqa9vzp4ytxzv5v8qusphl9fgn""]",[1.261304],"[0.623598, 0.637586]",0.00012,P2TR
tx-rec-000223,2026-03-01T10:36:28+00:00,tx_norm_000223,"[""bc1qcat4vnp6z866ky8e6nf0m7leq7st34v6cg9vjn""]","[""bc1qrqae6lyvnp9f0ss0xnm09taynfed9gpue4jpud""]",[3.696016],[3.695896],0.00012,P2PKH
tx-rec-000224,2026-03-01T10:36:52+00:00,tx_norm_000224,"[""bc1qy4zh8m7xksekd9jh4zhuxdfl859xlf5ceuhnp9""]","[""bc1qwgtnch524wcqj68ggj6dafcmtn34parpxvcl5d"", ""bc1qvjf54hm2tj4h5muwsnjd2j8ttelrsq45h8vawf""]",[4.081746],"[2.85824, 1.223386]",0.00012,P2TR
tx-rec-000225,2026-03-01T10:37:29+00:00,tx_norm_000225,"[""bc1qqdg9h7kxq5ml8pjn2fq4s0kxfxwh7ycnx3lkrx""]","[""bc1q40mkyarwdfnj68u76tvvxzgka34rhc5n4mwcgm""]",[1.825909],[1.825789],0.00012,P2WPKH
tx-rec-000226,2026-03-01T10:37:41+00:00,tx_norm_000226,"[""bc1q40mkyarwdfnj68u76tvvxzgka34rhc5n4mwcgm""]","[""bc1qn5hzcqnvvvecqsv23nxzrf4nvgqw2tad5jlt63""]",[3.776044],[3.775924],0.00012,P2TR
tx-rec-000227,2026-03-01T10:38:41+00:00,tx_norm_000227,"[""bc1quw6459ts6pc3dratc9avhvly3wjvea2v57flxg""]","[""bc1qraafea5fypwmak0aflngg7hwt63jncusp8708h""]",[0.583359],[0.583239],0.00012,P2WPKH
tx-rec-000228,2026-03-01T10:38:58+00:00,tx_norm_000228,"[""bc1qldqn65772d9kcqa9vzp4ytxzv5v8qusphl9fgn""]","[""bc1qvjf54hm2tj4h5muwsnjd2j8ttelrsq45h8vawf""]",[2.36795],[2.36783],0.00012,P2TR
tx-rec-000229,2026-03-01T10:39:06+00:00,tx_norm_000229,"[""bc1ql6e5ah3ffh398nm74aycmtccuvz5cy7cyyaqhl""]","[""bc1qfy8gd02j8zd0xunt5auq5qg039ukrj4aa2ftg4""]",[0.158322],[0.158202],0.00012,P2TR
tx-rec-000230,2026-03-01T10:39:34+00:00,tx_norm_000230,"[""bc1q6y36mp84w8mmfljx7q8epacs3gzz379xwwd6uq""]","[""bc1qgzq6mnnljnadktgd9a0uvdh0xyh0fa80dfke6r""]",[2.309537],[2.309417],0.00012,P2TR
tx-rec-000231,2026-03-01T10:40:00+00:00,tx_norm_000231,"[""bc1quw6459ts6pc3dratc9avhvly3wjvea2v57flxg""]","[""bc1qwm0j85fm8fp3z3jjzkehnz90tdrnsrc2ku6sgq"", ""bc1qyqemyaetupurpjnfdd67yh853v4suw2cs5e6us""]",[3.303815],"[2.953476, 0.350219]",0.00012,P2WPKH
tx-rec-000232,2026-03-01T10:40:31+00:00,tx_norm_000232,"[""bc1qxg98k9lwe8zj324ntf3ezjzv0rpk9n4fgyw9j6""]","[""bc1qhdyfpp3mtq35qnrc40ad956gkf0d3mceae3wwz""]",[1.253332],[1.253212],0.00012,P2PKH
tx-rec-000233,2026-03-01T10:40:58+00:00,tx_norm_000233,"[""bc1qq4s8cuyajq265qr4m7xegtq4fxulsgpy5hj2xu""]","[""bc1qgj48cl883n8wv38p75xlhtt74ffgrpz4ecv87g""]",[2.047848],[2.047728],0.00012,P2SH
tx-rec-000234,2026-03-01T10:41:08+00:00,tx_norm_000234,"[""bc1qz5j0ngrn5fpv34sleyc593kmmsqvpajjra2wyh""]","[""bc1qsjn93a9ck58qq3fkf7fwlqvse0dsvyfrkm88f0"", ""bc1qpfuh30sa9k6grsk44sudu2rkz4usazgdugzs8t""]",[1.193341],"[0.48968, 0.703541]",0.00012,P2WPKH
tx-rec-000235,2026-03-01T10:41:35+00:00,tx_norm_000235,"[""bc1qhdyfpp3mtq35qnrc40ad956gkf0d3mceae3wwz""]","[""bc1qapp9m5u4r444779j7qa2h7xc0pxup53jr498za""]",[2.378412],[2.378292],0.00012,P2TR
tx-rec-000236,2026-03-01T10:41:42+00:00,tx_norm_000236,"[""bc1q07cvy9nezky4z6y94frcmjel9q0xkrrpd3pccv""]","[""bc1qakj6y5prmulu02nlnsfnhnayhtpa32gh7mcqrv"", ""bc1qhjx6lr5emwjezxs9yzg5fqraqvqxn7madpznyj""]",[2.431458],"[1.438398, 0.99294]",0.00012,P2PKH
tx-rec-000237,2026-03-01T10:42:11+00:00,tx_norm_000237,"[""bc1qldqn65772d9kcqa9vzp4ytxzv5v8qusphl9fgn""]","[""bc1qq4s8cuyajq265qr4m7xegtq4fxulsgpy5hj2xu""]",[0.307971],[0.307851],0.00012,P2WPKH
tx-rec-000238,2026-03-01T10:42:43+00:00,tx_norm_000238,"[""bc1qx2fssznfzevxeppknd6kjr800apkku8d9xr4tf""]","[""bc1qxg98k9lwe8zj324ntf3ezjzv0rpk9n4fgyw9j6""]",[0.712332],[0.712212],0.00012,P2PKH
tx-rec-000239,2026-03-01T10:43:41+00:00,tx_norm_000239,"[""bc1qcuy2s3h7uuu4s8sgr2gsjzhpacn2xj9n7wv74n""]","[""bc1quynh6t6rhxkn22vypsfu8q0jdmpmhh0k0j9z0u""]",[3.71616],[3.71604],0.00012,P2WPKH
tx-rec-000240,2026-03-01T10:44:05+00:00,tx_norm_000240,"[""bc1qezy2mxy8lx5r8z6w3qnwg983940erzwhek4hvn""]","[""bc1qldqn65772d9kcqa9vzp4ytxzv5v8qusphl9fgn""]",[2.078181],[2.078061],0.00012,P2PKH
tx-rec-000241,2026-03-01T10:44:33+00:00,tx_norm_000241,"[""bc1q45u3lfy89ctqrc937sl56gfky7a946puq2uc38""]","[""bc1q8eue4llkpkygqgaqutfhn8pqt3zhejxqktdwkn""]",[0.8326],[0.83248],0.00012,P2WPKH
tx-rec-000242,2026-03-01T10:45:25+00:00,tx_norm_000242,"[""bc1qarmcwzcwd7yxe8r5rl6dn2w9k2zpn0qfekh5qn""]","[""bc1q40mkyarwdfnj68u76tvvxzgka34rhc5n4mwcgm""]",[0.719188],[0.719068],0.00012,P2PKH
tx-rec-000243,2026-03-01T10:46:08+00:00,tx_norm_000243,"[""bc1qx2fssznfzevxeppknd6kjr800apkku8d9xr4tf""]","[""bc1qc694t02thmd363mxzn2nqt58ztstg7qd5whgaq"", ""bc1qn098rpw3f07j07nk8lt0tqc5yc34vmtrkzekum""]",[1.372122],"[0.701946, 0.670056]",0.00012,P2PKH
tx-rec-000244,2026-03-01T10:47:03+00:00,tx_norm_000244,"[""bc1qtcf5eshvaqtxkyk587nxv3r79pmv7srkhvcy0x""]","[""bc1qnma43znv9qwa5swttmpprnz9fe2ql7r8ktxpjv"", ""bc1q75qxvc0lxsvvydye4a56ytyn6yqxt8l6aq5ryy""]",[1.710436],"[0.503954, 1.206362]",0.00012,P2WPKH
tx-rec-000245,2026-03-01T10:47:14+00:00,tx_norm_000245,"[""bc1q39nkczjgm4qvnsr7g8cgf4fpd5x3u34rtklkc4""]","[""bc1qdpsvrymdl7p84vdsltvzumn0xu96qac0vle5n0""]",[0.07461],[0.07449],0.00012,P2PKH
tx-rec-000246,2026-03-01T10:47:58+00:00,tx_norm_000246,"[""bc1qfy8gd02j8zd0xunt5auq5qg039ukrj4aa2ftg4""]","[""bc1qhjx6lr5emwjezxs9yzg5fqraqvqxn7madpznyj""]",[2.742889],[2.742769],0.00012,P2TR
tx-rec-000247,2026-03-01T10:48:43+00:00,tx_norm_000247,"[""bc1qszz4p9ux2z8vtduv6ltqx0qyll7zwhah388j0x""]","[""bc1qakj6y5prmulu02nlnsfnhnayhtpa32gh7mcqrv""]",[2.087026],[2.086906],0.00012,P2PKH
tx-rec-000248,2026-03-01T10:49:09+00:00,tx_norm_000248,"[""bc1qz5dkcg984aem8v6clcshjha0yjy7d2hwnhkvfw""]","[""bc1q84rhek99gzaxh4vgwg3pvcd3kwvqxntj475t0k""]",[1.336898],[1.336778],0.00012,P2TR
tx-rec-000249,2026-03-01T10:50:08+00:00,tx_norm_000249,"[""bc1qqc4dhlpfruavtj05p7s6a9uqas2u4vrvrk8tta""]","[""bc1qmmldvmuqam354a6qjf5e6nqnzkh5cg2d05uyjh""]",[0.815021],[0.814901],0.00012,P2TR
tx-rec-000250,2026-03-01T10:50:29+00:00,tx_norm_000250,"[""bc1qx2fssznfzevxeppknd6kjr800apkku8d9xr4tf""]","[""bc1qgj48cl883n8wv38p75xlhtt74ffgrpz4ecv87g""]",[2.545506],[2.545386],0.00012,P2PKH
tx-rec-000251,2026-03-01T10:51:14+00:00,tx_norm_000251,"[""bc1qcat4vnp6z866ky8e6nf0m7leq7st34v6cg9vjn""]","[""bc1q7lamglhs7ws80f8duwy0pvr4j8h2zq3xwjqdz3"", ""bc1q2xmphldtc863jfk387cd7sjzuz0pgwmmypcxye""]",[5.271058],"[3.792122, 1.478816]",0.00012,P2WPKH
tx-rec-000252,2026-03-01T10:51:38+00:00,tx_norm_000252,"[""bc1qwm0j85fm8fp3z3jjzkehnz90tdrnsrc2ku6sgq""]","[""bc1q2xmphldtc863jfk387cd7sjzuz0pgwmmypcxye""]",[1.217595],[1.217475],0.00012,P2PKH
tx-rec-000253,2026-03-01T10:51:52+00:00,tx_norm_000253,"[""bc1qp63vacy36erkw3mmh0y6w6477qrr9a82lu5dfa""]","[""bc1qdjp9z0egr8gt50uz5udnnl9u03wg5wuc2g6lue""]",[0.646213],[0.646093],0.00012,P2TR
tx-rec-000254,2026-03-01T10:52:23+00:00,tx_norm_000254,"[""bc1q2xmphldtc863jfk387cd7sjzuz0pgwmmypcxye""]","[""bc1qxg98k9lwe8zj324ntf3ezjzv0rpk9n4fgyw9j6"", ""bc1qpxeyzck09msvuxqnskmsya6p66jefk5l9cq55c""]",[3.681268],"[2.894088, 0.78706]",0.00012,P2SH
tx-rec-000255,2026-03-01T10:52:52+00:00,tx_norm_000255,"[""bc1qc694t02thmd363mxzn2nqt58ztstg7qd5whgaq""]","[""bc1qz5j0ngrn5fpv34sleyc593kmmsqvpajjra2wyh""]",[0.511496],[0.511376],0.00012,P2PKH
tx-rec-000256,2026-03-01T10:53:03+00:00,tx_norm_000256,"[""bc1q8sv3gq3l2kjl5cj47l3jtgjg2gtreurl2d3zx3""]","[""bc1q0v5596p00t8c62rjrhsj4jy2tvjgy2hephx33m"", ""bc1qnt3sga272xjzk9s7dsvc4dwrwezhhxjtr3mukc""]",[1.167659],"[0.817468, 0.350071]",0.00012,P2SH
tx-rec-000257,2026-03-01T10:53:57+00:00,tx_norm_000257,"[""bc1q9enf0pknmslq3x4ta3sgephk5etky5pxtrdykk""]","[""bc1qhjx6lr5emwjezxs9yzg5fqraqvqxn7madpznyj""]",[3.768977],[3.768857],0.00012,P2WPKH
tx-rec-000258,2026-03-01T10:54:50+00:00,tx_norm_000258,"[""bc1q0v5596p00t8c62rjrhsj4jy2tvjgy2hephx33m""]","[""bc1qy4zh8m7xksekd9jh4zhuxdfl859xlf5ceuhnp9"", ""bc1q40mkyarwdfnj68u76tvvxzgka34rhc5n4mwcgm""]",[4.075829],"[3.467264, 0.608445]",0.00012,P2PKH
tx-rec-000259,2026-03-01T10:55:37+00:00,tx_norm_000259,"[""bc1qdlyf60rpyq3643wk0es395nwa8an5u0pvchzk9""]","[""bc1qcqshn6n09s6shs3mneye27d0cu7pn8qd5el6ua""]",[3.69724],[3.69712],0.00012,P2WPKH
tx-rec-000260,2026-03-01T10:56:14+00:00,tx_norm_000260,"[""bc1qz5j0ngrn5fpv34sleyc593kmmsqvpajjra2wyh""]","[""bc1q4hmjzzx5vldpsys03922tjnjfq3km9aj7tkenu""]",[1.513027],[1.512907],0.00012,P2TR
tx-rec-000261,2026-03-01T10:57:07+00:00,tx_norm_000261,"[""bc1ql6e5ah3ffh398nm74aycmtccuvz5cy7cyyaqhl""]","[""bc1qfy8gd02j8zd0xunt5auq5qg039ukrj4aa2ftg4""]",[3.181622],[3.181502],0.00012,P2SH
tx-rec-000262,2026-03-01T10:57:37+00:00,tx_norm_000262,"[""bc1qfy8gd02j8zd0xunt5auq5qg039ukrj4aa2ftg4""]","[""bc1qn098rpw3f07j07nk8lt0tqc5yc34vmtrkzekum""]",[2.05322],[2.0531],0.00012,P2TR
tx-rec-000263,2026-03-01T10:58:23+00:00,tx_norm_000263,"[""bc1qn5hzcqnvvvecqsv23nxzrf4nvgqw2tad5jlt63""]","[""bc1qarmcwzcwd7yxe8r5rl6dn2w9k2zpn0qfekh5qn""]",[3.493615],[3.493495],0.00012,P2TR
tx-rec-000264,2026-03-01T10:58:54+00:00,tx_norm_000264,"[""bc1qsw0742mq2re87v2jaurcmpca5p8a2ywxnfhzyp""]","[""bc1qatmdnmprpunwnaglr3ar65kzjxu9uhtrc4y5yv""]",[2.452143],[2.452023],0.00012,P2SH
tx-rec-000265,2026-03-01T10:59:38+00:00,tx_norm_000265,"[""bc1qp63vacy36erkw3mmh0y6w6477qrr9a82lu5dfa""]","[""bc1qpfuh30sa9k6grsk44sudu2rkz4usazgdugzs8t""]",[3.845929],[3.845809],0.00012,P2TR
tx-rec-000266,2026-03-01T10:59:44+00:00,tx_norm_000266,"[""bc1qdtkm3azrjsu3zngpdwsn6yfx2456cqdywv9nk5""]","[""bc1qp63vacy36erkw3mmh0y6w6477qrr9a82lu5dfa""]",[0.966142],[0.966022],0.00012,P2TR
tx-rec-000267,2026-03-01T11:00:32+00:00,tx_norm_000267,"[""bc1qv3fn7qh8n0ss4f6yj28vgtpzmywmrjukwrh98n""]","[""bc1qx6w6xzehxyxw0l4zazkhyvg746g96rtls6vwuj""]",[0.092477],[0.092357],0.00012,P2TR
tx-rec-000268,2026-03-01T11:01:12+00:00,tx_norm_000268,"[""bc1qldqn65772d9kcqa9vzp4ytxzv5v8qusphl9fgn""]","[""bc1qdh7qdv965l8498fe5y5t6hzvjrtakleq2uhngc""]",[0.747326],[0.747206],0.00012,P2TR
tx-rec-000269,2026-03-01T11:01:40+00:00,tx_norm_000269,"[""bc1qv3h8z28ne8gtgvg4hn4fk03mmaj7pyd28gkmhp""]","[""bc1qdkx904vy7ln6sdphrwean56tcnlv368ca9n9gv""]",[0.925287],[0.925167],0.00012,P2SH
tx-rec-000270,2026-03-01T11:02:05+00:00,tx_norm_000270,"[""bc1q38qalhjfrcq99474ks67hrzja47860k9zkq5vh""]","[""bc1qnt3sga272xjzk9s7dsvc4dwrwezhhxjtr3mukc"", ""bc1q0p6769w2m8afk2957wjnttztdkhxje6c8ws2zj""]",[0.999976],"[0.254205, 0.745651]",0.00012,P2SH
tx-rec-000271,2026-03-01T11:02:53+00:00,tx_norm_000271,"[""bc1q75qxvc0lxsvvydye4a56ytyn6yqxt8l6aq5ryy""]","[""bc1qptx4457ju9edelz8pvnvs3ek206hftlv4j27vw""]",[3.810568],[3.810448],0.00012,P2TR
tx-rec-000272,2026-03-01T11:03:30+00:00,tx_norm_000272,"[""bc1qlsyxl4akdfehm295mq2wc8rxw0ua9hq4v5zgu9""]","[""bc1ql7qs6mr4uy40apyeq3qn4svm4ztdfdjcvu4ynu""]",[3.095296],[3.095176],0.00012,P2SH
tx-rec-000273,2026-03-01T11:03:50+00:00,tx_norm_000273,"[""bc1ql6e5ah3ffh398nm74aycmtccuvz5cy7cyyaqhl""]","[""bc1qq4s8cuyajq265qr4m7xegtq4fxulsgpy5hj2xu"", ""bc1qgj48cl883n8wv38p75xlhtt74ffgrpz4ecv87g""]",[4.760666],"[3.705713, 1.054833]",0.00012,P2TR
tx-rec-000274,2026-03-01T11:04:50+00:00,tx_norm_000274,"[""bc1qw3j9xdyc0srrgpd3k7f79ucllhcp24tg4vg0y7""]","[""bc1q8eue4llkpkygqgaqutfhn8pqt3zhejxqktdwkn"", ""bc1qtcf5eshvaqtxkyk587nxv3r79pmv7srkhvcy0x""]",[4.760765],"[3.32004, 1.440605]",0.00012,P2PKH
tx-rec-000275,2026-03-01T11:05:40+00:00,tx_norm_000275,"[""bc1q9enf0pknmslq3x4ta3sgephk5etky5pxtrdykk""]","[""bc1q75qxvc0lxsvvydye4a56ytyn6yqxt8l6aq5ryy""]",[2.493179],[2.493059],0.00012,P2PKH
tx-rec-000276,2026-03-01T11:06:13+00:00,tx_norm_000276,"[""bc1q3spdn2zpesyf09jjllgesljd04fy4y5ag7hhgq""]","[""bc1q7qtl40nqcd5n9vfd9psfthdk9adqrvprgq67ec"", ""bc1q8sv3gq3l2kjl5cj47l3jtgjg2gtreurl2d3zx3""]",[4.056343],"[2.796592, 1.259631]",0.00012,P2PKH
tx-rec-000277,2026-03-01T11:06:41+00:00,tx_norm_000277,"[""bc1qx2fssznfzevxeppknd6kjr800apkku8d9xr4tf""]","[""bc1qv3h8z28ne8gtgvg4hn4fk03mmaj7pyd28gkmhp""]",[3.570934],[3.570814],0.00012,P2TR
tx-rec-000278,2026-03-01T11:07:13+00:00,tx_norm_000278,"[""bc1q40mkyarwdfnj68u76tvvxzgka34rhc5n4mwcgm""]","[""bc1qqfry9tkhfr9vu3w8gme0v67tcwq90y3rhsqnht""]",[0.40355],[0.40343],0.00012,P2PKH
tx-rec-000279,2026-03-01T11:08:04+00:00,tx_norm_000279,"[""bc1qjuaalzh5kdkkgc7ql8s2rqtepuzh2jlvvgjgrf""]","[""bc1qqdg9h7kxq5ml8pjn2fq4s0kxfxwh7ycnx3lkrx""]",[1.592694],[1.592574],0.00012,P2SH
tx-rec-000280,2026-03-01T11:08:59+00:00,tx_norm_000280,"[""bc1q3spdn2zpesyf09jjllgesljd04fy4y5ag7hhgq""]","[""bc1qr5f4hfy2dgyv4pkzde74vgpnm0t85l3s77vc5w""]",[1.022152],[1.022032],0.00012,P2PKH
tx-rec-000281,2026-03-01T11:09:33+00:00,tx_norm_000281,"[""bc1qee9f8sxtpartfv6anm9m702k649qr85hcatzgt""]","[""bc1qg462atcr4s2vp6dgmw3u6ey9evtnt4q2y6fltp"", ""bc1qwgtnch524wcqj68ggj6dafcmtn34parpxvcl5d""]",[2.474653],"[1.895113, 0.57942]",0.00012,P2TR
tx-rec-000282,2026-03-01T11:09:59+00:00,tx_norm_000282,"[""bc1q40mkyarwdfnj68u76tvvxzgka34rhc5n4mwcgm""]","[""bc1qh23xwl2xcylsqe368uewcs5zrjz2fucsyes09z""]",[2.694935],[2.694815],0.00012,P2PKH
tx-rec-000283,2026-03-01T11:10:52+00:00,tx_norm_000283,"[""bc1qvlhg62yhue3n25laz4smt8jggvzammry77p663""]","[""bc1qulyzp92shnx6lnh3dcpvcqayukgcczejzpkf7d"", ""bc1qgzq6mnnljnadktgd9a0uvdh0xyh0fa80dfke6r""]",[2.630553],"[2.011241, 0.619192]",0.00012,P2WPKH
tx-rec-000284,2026-03-01T11:11:42+00:00,tx_norm_000284,"[""bc1qwm0j85fm8fp3z3jjzkehnz90tdrnsrc2ku6sgq""]","[""bc1q84rhek99gzaxh4vgwg3pvcd3kwvqxntj475t0k"", ""bc1qfn77ursvuj6aj5vw07uu8gxq9ujn40dm6vld6w""]",[4.164483],"[3.637725, 0.526638]",0.00012,P2TR
tx-rec-000285,2026-03-01T11:12:30+00:00,tx_norm_000285,"[""bc1qwm0j85fm8fp3z3jjzkehnz90tdrnsrc2ku6sgq""]","[""bc1qulyzp92shnx6lnh3dcpvcqayukgcczejzpkf7d""]",[2.864774],[2.864654],0.00012,P2SH
tx-rec-000286,2026-03-01T11:13:13+00:00,tx_norm_000286,"[""bc1qwm0j85fm8fp3z3jjzkehnz90tdrnsrc2ku6sgq""]","[""bc1qmsk2hmhzwvhzx98l2thkjep6zqgq07lcm9k8hm""]",[1.482472],[1.482352],0.00012,P2PKH
tx-rec-000287,2026-03-01T11:14:12+00:00,tx_norm_000287,"[""bc1q0v5596p00t8c62rjrhsj4jy2tvjgy2hephx33m""]","[""bc1q0p6769w2m8afk2957wjnttztdkhxje6c8ws2zj""]",[1.169988],[1.169868],0.00012,P2WPKH
tx-rec-000288,2026-03-01T11:14:40+00:00,tx_norm_000288,"[""bc1qv3h8z28ne8gtgvg4hn4fk03mmaj7pyd28gkmhp""]","[""bc1qldqn65772d9kcqa9vzp4ytxzv5v8qusphl9fgn""]",[2.871403],[2.871283],0.00012,P2TR
tx-rec-000289,2026-03-01T11:15:15+00:00,tx_norm_000289,"[""bc1qp63vacy36erkw3mmh0y6w6477qrr9a82lu5dfa""]","[""bc1qcuy2s3h7uuu4s8sgr2gsjzhpacn2xj9n7wv74n""]",[0.660347],[0.660227],0.00012,P2SH
tx-rec-000290,2026-03-01T11:15:57+00:00,tx_norm_000290,"[""bc1q043nzp8cyj0u83pu3xhdw9ypxh7rv778m54xpp""]","[""bc1qpfuh30sa9k6grsk44sudu2rkz4usazgdugzs8t""]",[1.213589],[1.213469],0.00012,P2TR
tx-rec-000291,2026-03-01T11:16:43+00:00,tx_norm_000291,"[""bc1qjuaalzh5kdkkgc7ql8s2rqtepuzh2jlvvgjgrf""]","[""bc1qdkx904vy7ln6sdphrwean56tcnlv368ca9n9gv"", ""bc1qcuy2s3h7uuu4s8sgr2gsjzhpacn2xj9n7wv74n""]",[2.656477],"[2.024536, 0.631821]",0.00012,P2PKH
tx-rec-000292,2026-03-01T11:17:09+00:00,tx_norm_000292,"[""bc1q39nkczjgm4qvnsr7g8cgf4fpd5x3u34rtklkc4""]","[""bc1q84rhek99gzaxh4vgwg3pvcd3kwvqxntj475t0k"", ""bc1qp63vacy36erkw3mmh0y6w6477qrr9a82lu5dfa""]",[1.988061],"[0.798721, 1.18922]",0.00012,P2PKH
tx-rec-000293,2026-03-01T11:17:55+00:00,tx_norm_000293,"[""bc1qrzytdt0kgppluy480wkx83uxaf5yah4w5gpryf""]","[""bc1q57cpjc6xcdsrnqm78k8zaa7qcdxt94pezuytaa""]",[1.922968],[1.922848],0.00012,P2PKH
tx-rec-000294,2026-03-01T11:18:53+00:00,tx_norm_000294,"[""bc1qqc4dhlpfruavtj05p7s6a9uqas2u4vrvrk8tta""]","[""bc1q043nzp8cyj0u83pu3xhdw9ypxh7rv778m54xpp""]",[3.153777],[3.153657],0.00012,P2SH
tx-rec-000295,2026-03-01T11:19:45+00:00,tx_norm_000295,"[""bc1qrzytdt0kgppluy480wkx83uxaf5yah4w5gpryf""]","[""bc1qqdg9h7kxq5ml8pjn2fq4s0kxfxwh7ycnx3lkrx""]",[2.559139],[2.559019],0.00012,P2PKH
tx-rec-000296,2026-03-01T11:20:11+00:00,tx_norm_000296,"[""bc1qpfuh30sa9k6grsk44sudu2rkz4usazgdugzs8t""]","[""bc1q55awtvw784swfm5xvztw0rcxtvt9t4vv8ugat8""]",[1.048936],[1.048816],0.00012,P2PKH
tx-rec-000297,2026-03-01T11:21:07+00:00,tx_norm_000297,"[""bc1qmzn0uapy544k9mq7n9hwv3f90sn9rkf03wwkul""]","[""bc1qhdyfpp3mtq35qnrc40ad956gkf0d3mceae3wwz"", ""bc1qwgtnch524wcqj68ggj6dafcmtn34parpxvcl5d""]",[3.400268],"[2.18397, 1.216178]",0.00012,P2SH
tx-rec-000298,2026-03-01T11:21:56+00:00,tx_norm_000298,"[""bc1qh4lupjq9dm3x7hw3t2kyfdqu923ayy4rk7j8n6""]","[""bc1qfn77ursvuj6aj5vw07uu8gxq9ujn40dm6vld6w"", ""bc1qv3h8z28ne8gtgvg4hn4fk03mmaj7pyd28gkmhp""]",[4.040786],"[3.302174, 0.738492]",0.00012,P2PKH
tx-rec-000299,2026-03-01T11:22:39+00:00,tx_norm_000299,"[""bc1qyqemyaetupurpjnfdd67yh853v4suw2cs5e6us""]","[""bc1qd94lr8j2v8he5xvkxrfcfr93djw6tzy3gavck0""]",[1.072017],[1.071897],0.00012,P2PKH
tx-rec-000300,2026-03-01T11:22:52+00:00,tx_norm_000300,"[""bc1qw3j9xdyc0srrgpd3k7f79ucllhcp24tg4vg0y7""]","[""bc1qnt3sga272xjzk9s7dsvc4dwrwezhhxjtr3mukc"", ""bc1qszz4p9ux2z8vtduv6ltqx0qyll7zwhah388j0x""]",[1.405499],"[0.239026, 1.166353]",0.00012,P2TR
tx-rec-000301,2026-03-01T11:23:26+00:00,tx_norm_000301,"[""bc1qsjn93a9ck58qq3fkf7fwlqvse0dsvyfrkm88f0""]","[""bc1q4hmjzzx5vldpsys03922tjnjfq3km9aj7tkenu"", ""bc1qcqjuu9k6ndnujexjdvhhmj563n76dq48trhh76""]",[4.382497],"[3.394909, 0.987468]",0.00012,P2SH
tx-rec-000302,2026-03-01T11:24:01+00:00,tx_norm_000302,"[""bc1ql7qs6mr4uy40apyeq3qn4svm4ztdfdjcvu4ynu""]","[""bc1qh23xwl2xcylsqe368uewcs5zrjz2fucsyes09z"", ""bc1qd94lr8j2v8he5xvkxrfcfr93djw6tzy3gavck0""]",[1.250866],"[0.32562, 0.925126]",0.00012,P2TR
tx-rec-000303,2026-03-01T11:24:25+00:00,tx_norm_000303,"[""bc1q7lamglhs7ws80f8duwy0pvr4j8h2zq3xwjqdz3""]","[""bc1qvlq28a3849ndd79xnm6r6eznkpus82c97ywcne""]",[2.241809],[2.241689],0.00012,P2PKH
