record_id,timestamp,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,src_ip,dst_ip,src_port,dst_port,geo_country,asn
tx-rec-000082,2026-01-01T11:28:48+00:00,tx_norm_000082,"[""bc1qmzn0uapy544k9mq7n9hwv3f90sn9rkf03wwkul""]","[""bc1q38qalhjfrcq99474ks67hrzja47860k9zkq5vh""]",[0.532697],[0.532597],0.0001,P2WPKH,107.97.21.175,154.119.173.207,54030,8333,US,AS15169
tx-rec-000083,2026-01-01T11:29:14+00:00,tx_norm_000083,"[""bc1q3pamfqd2vdz9zy3ndtpy5mt23sdelmpydsljen""]","[""bc1q55awtvw784swfm5xvztw0rcxtvt9t4vv8ugat8""]",[1.964375],[1.964275],0.0001,P2WPKH,31.135.115.136,45.197.165.251,57441,8333,US,AS15169
tx-rec-000084,2026-01-01T11:29:54+00:00,tx_norm_000084,"[""bc1qnt3sga272xjzk9s7dsvc4dwrwezhhxjtr3mukc""]","[""bc1qyqemyaetupurpjnfdd67yh853v4suw2cs5e6us""]",[0.42935999999999996],[0.42926],0.0001,P2WPKH,25.117.34.132,117.117.145.15,48760,8333,US,AS15169
tx-rec-000085,2026-01-01T11:31:48+00:00,tx_norm_000085,"[""bc1qu857msn6shssgxlnmvn53ga92jag2u3vvmjgkt""]","[""bc1qrsdel7k3js9zp4zetcys7jj25chgmjcm6zracu""]",[2.0399000000000003],[2.0398],0.0001,P2WPKH,,,,,,
tx-rec-000086,2026-01-01T11:33:29+00:00,tx_norm_000086,"[""bc1qr5f4hfy2dgyv4pkzde74vgpnm0t85l3s77vc5w""]","[""bc1qxvanm5sksj0c0xwua2wy3h3ss5hk9vf7kr7azn""]",[2.4813910000000003],[2.481291],0.0001,P2WPKH,140.52.147.138,180.224.139.35,48181,8333,US,AS15169
tx-rec-000087,2026-01-01T11:33:52+00:00,tx_norm_000087,"[""bc1qkqaudpzltrq0hytslrl6nmu5p2y40c5qfsxvr2""]","[""bc1qsns7kxgq4zm86kk3zxg4uhqj9uz8kexjwv9tfx""]",[2.07302],[2.07292],0.0001,P2WPKH,108.115.223.235,89.186.6.102,44658,8333,US,AS15169
tx-rec-000088,2026-01-01T11:35:10+00:00,tx_norm_000088,"[""bc1q84rhek99gzaxh4vgwg3pvcd3kwvqxntj475t0k""]","[""bc1qvlhg62yhue3n25laz4smt8jggvzammry77p663""]",[1.573354],[1.573254],0.0001,P2WPKH,103.20.235.145,108.115.223.235,53200,8333,US,AS15169
tx-rec-000089,2026-01-01T11:36:20+00:00,tx_norm_000089,"[""bc1qqdg9h7kxq5ml8pjn2fq4s0kxfxwh7ycnx3lkrx""]","[""bc1qvlhg62yhue3n25laz4smt8jggvzammry77p663""]",[1.739912],[1.739812],0.0001,P2WPKH,66.149.19.12,149.16.240.229,59069,8333,US,AS15169
tx-rec-000090,2026-01-01T11:36:25+00:00,tx_norm_000090,"[""bc1q3p65c898syar0nq24aejwqa4xam855rmfkhkp7""]","[""bc1q57cpjc6xcdsrnqm78k8zaa7qcdxt94pezuytaa""]",[0.242023],[0.241923],0.0001,P2WPKH,176.247.108.96,107.97.21.175,42075,8333,US,AS15169
tx-rec-000091,2026-01-01T11:38:11+00:00,tx_norm_000091,"[""bc1qyqemyaetupurpjnfdd67yh853v4suw2cs5e6us""]","[""bc1qrzytdt0kgppluy480wkx83uxaf5yah4w5gpryf""]",[0.552497],[0.552397],0.0001,P2WPKH,144.114.30.175,149.16.240.229,50579,8333,US,AS15169
tx-rec-000092,2026-01-01T11:40:02+00:00,tx_norm_000092,"[""bc1q0gma8qqgpxtnpxfknxu36arla4qqyjh32fc93y""]","[""bc1qn5hzcqnvvvecqsv23nxzrf4nvgqw2tad5jlt63""]",[1.372903],[1.372803],0.0001,P2WPKH,,,,,,
tx-rec-000093,2026-01-01T11:41:56+00:00,tx_norm_000093,"[""bc1qqjut3v20xvllqf40ctmux3v8ljeacc6j4jwdru""]","[""bc1qjuaalzh5kdkkgc7ql8s2rqtepuzh2jlvvgjgrf""]",[2.236545],[2.236445],0.0001,P2WPKH,31.135.115.136,140.52.147.138,55059,8333,US,AS15169
tx-rec-000094,2026-01-01T11:42:03+00:00,tx_norm_000094,"[""bc1qmzn0uapy544k9mq7n9hwv3f90sn9rkf03wwkul""]","[""bc1qv3fn7qh8n0ss4f6yj28vgtpzmywmrjukwrh98n""]",[1.108902],[1.108802],0.0001,P2WPKH,,,,,,
tx-rec-000095,2026-01-01T11:43:02+00:00,tx_norm_000095,"[""bc1qsjn93a9ck58qq3fkf7fwlqvse0dsvyfrkm88f0""]","[""bc1qkqaudpzltrq0hytslrl6nmu5p2y40c5qfsxvr2""]",[2.274524],[2.274424],0.0001,P2WPKH,25.117.34.132,49.43.84.219,43058,8333,US,AS15169
tx-rec-000096,2026-01-01T11:44:30+00:00,tx_norm_000096,"[""bc1qvm8x5g990twp6gdlnf9v7eh8llzazp9lpr2mhw""]","[""bc1q38qalhjfrcq99474ks67hrzja47860k9zkq5vh""]",[0.215327],[0.215227],0.0001,P2WPKH,176.247.108.96,49.43.84.219,52987,8333,US,AS15169
tx-rec-000097,2026-01-01T11:45:55+00:00,tx_norm_000097,"[""bc1qulyzp92shnx6lnh3dcpvcqayukgcczejzpkf7d""]","[""bc1qqdg9h7kxq5ml8pjn2fq4s0kxfxwh7ycnx3lkrx""]",[1.751709],[1.751609],0.0001,P2WPKH,176.247.108.96,103.20.235.145,40035,8333,US,AS15169
tx-rec-000098,2026-01-01T11:46:27+00:00,tx_norm_000098,"[""bc1qr7fcdrsl326mp9phg9s4faphp2em0a759c0r6e""]","[""bc1qgj48cl883n8wv38p75xlhtt74ffgrpz4ecv87g""]",[0.340522],[0.340422],0.0001,P2WPKH,108.115.223.235,66.149.19.12,40264,8333,US,AS15169
tx-rec-000099,2026-01-01T11:48:01+00:00,tx_norm_000099,"[""bc1qjuaalzh5kdkkgc7ql8s2rqtepuzh2jlvvgjgrf""]","[""bc1qmzn0uapy544k9mq7n9hwv3f90sn9rkf03wwkul""]",[2.470606],[2.470506],0.0001,P2WPKH,140.52.147.138,149.16.240.229,47502,8333,US,AS15169
tx-rec-000100,2026-01-01T11:48:55+00:00,tx_norm_000100,"[""bc1qf98xgvk2zuzxv6h7e2ez9tgfyzkq5aylkr2ljv""]","[""bc1qqdg9h7kxq5ml8pjn2fq4s0kxfxwh7ycnx3lkrx""]",[2.0169330000000003],[2.016833],0.0001,P2WPKH,,,,,,
tx-rec-000101,2026-01-01T11:49:47+00:00,tx_norm_000101,"[""bc1qulyzp92shnx6lnh3dcpvcqayukgcczejzpkf7d""]","[""bc1q55awtvw784swfm5xvztw0rcxtvt9t4vv8ugat8""]",[0.963075],[0.962975],0.0001,P2WPKH,140.52.147.138,108.115.223.235,44681,8333,US,AS15169
tx-rec-000102,2026-01-01T11:50:00+00:00,tx_norm_000102,"[""bc1qwgtnch524wcqj68ggj6dafcmtn34parpxvcl5d""]","[""bc1qwm0j85fm8fp3z3jjzkehnz90tdrnsrc2ku6sgq""]",[0.031202],[0.031102],0.0001,P2WPKH,66.149.19.12,154.119.173.207,44960,8333,US,AS15169
tx-rec-000103,2026-01-01T11:50:57+00:00,tx_norm_000103,"[""bc1q3pamfqd2vdz9zy3ndtpy5mt23sdelmpydsljen""]","[""bc1qrsdel7k3js9zp4zetcys7jj25chgmjcm6zracu""]",[1.111636],[1.111536],0.0001,P2WPKH,39.16.213.141,49.43.84.219,59319,8333,US,AS15169
tx-rec-000104,2026-01-01T11:52:35+00:00,tx_norm_000104,"[""bc1qatmdnmprpunwnaglr3ar65kzjxu9uhtrc4y5yv""]","[""bc1qn5hzcqnvvvecqsv23nxzrf4nvgqw2tad5jlt63""]",[2.408589],[2.408489],0.0001,P2WPKH,140.52.147.138,34.231.131.115,42760,8333,US,AS15169
tx-rec-000105,2026-01-01T11:53:11+00:00,tx_norm_000105,"[""bc1qt6gfp8gargkathudyzgaejyut59nvk4vvas9w5""]","[""bc1q3pamfqd2vdz9zy3ndtpy5mt23sdelmpydsljen""]",[1.50412],[1.50402],0.0001,P2WPKH,178.221.90.31,107.97.21.175,49884,8333,US,AS15169
tx-rec-000106,2026-01-01T11:53:42+00:00,tx_norm_000106,"[""bc1qwgtnch524wcqj68ggj6dafcmtn34parpxvcl5d""]","[""bc1q3pamfqd2vdz9zy3ndtpy5mt23sdelmpydsljen""]",[1.278811],[1.278711],0.0001,P2WPKH,25.117.34.132,108.115.223.235,47842,8333,US,AS15169
tx-rec-000107,2026-01-01T11:54:50+00:00,tx_norm_000107,"[""bc1qatmdnmprpunwnaglr3ar65kzjxu9uhtrc4y5yv""]","[""bc1qmzn0uapy544k9mq7n9hwv3f90sn9rkf03wwkul""]",[0.610394],[0.610294],0.0001,P2WPKH,103.20.235.145,28.253.240.121,51832,8333,US,AS15169
tx-rec-000108,2026-01-01T11:55:35+00:00,tx_norm_000108,"[""bc1q55awtvw784swfm5xvztw0rcxtvt9t4vv8ugat8""]","[""bc1qrzytdt0kgppluy480wkx83uxaf5yah4w5gpryf""]",[2.1535270000000004],[2.153427],0.0001,P2WPKH,154.119.173.207,19.74.105.47,45661,8333,US,AS15169
tx-rec-000109,2026-01-01T11:57:17+00:00,tx_norm_000109,"[""bc1qr7fcdrsl326mp9phg9s4faphp2em0a759c0r6e""]","[""bc1qgj48cl883n8wv38p75xlhtt74ffgrpz4ecv87g""]",[0.051657],[0.051557],0.0001,P2WPKH,,,,,,
tx-rec-000110,2026-01-01T11:57:55+00:00,tx_norm_000110,"[""bc1qcpe6g5m0el0n5g2e7csesu930kzdnsnsy7055p""]","[""bc1qxg98k9lwe8zj324ntf3ezjzv0rpk9n4fgyw9j6""]",[2.307322],[2.307222],0.0001,P2WPKH,89.186.6.102,28.253.240.121,56418,8333,US,AS15169
tx-rec-000111,2026-01-01T11:59:38+00:00,tx_norm_000111,"[""bc1qr5f4hfy2dgyv4pkzde74vgpnm0t85l3s77vc5w""]","[""bc1q39nkczjgm4qvnsr7g8cgf4fpd5x3u34rtklkc4""]",[1.757608],[1.757508],0.0001,P2WPKH,,,,,,
tx-rec-000112,2026-01-01T12:00:51+00:00,tx_norm_000112,"[""bc1qyqemyaetupurpjnfdd67yh853v4suw2cs5e6us""]","[""bc1q84rhek99gzaxh4vgwg3pvcd3kwvqxntj475t0k""]",[0.390274],[0.390174],0.0001,P2WPKH,,,,,,
tx-rec-000113,2026-01-01T12:01:06+00:00,tx_norm_000113,"[""bc1qu857msn6shssgxlnmvn53ga92jag2u3vvmjgkt""]","[""bc1qcpe6g5m0el0n5g2e7csesu930kzdnsnsy7055p""]",[2.4361400000000004],[2.43604],0.0001,P2WPKH,117.117.145.15,76.210.1.191,42166,8333,US,AS15169
tx-rec-000114,2026-01-01T12:01:50+00:00,tx_norm_000114,"[""bc1qrsdel7k3js9zp4zetcys7jj25chgmjcm6zracu""]","[""bc1q0v5596p00t8c62rjrhsj4jy2tvjgy2hephx33m""]",[1.827696],[1.827596],0.0001,P2WPKH,31.135.115.136,34.231.131.115,54237,8333,US,AS15169
tx-rec-000115,2026-01-01T12:02:09+00:00,tx_norm_000115,"[""bc1qdpsvrymdl7p84vdsltvzumn0xu96qac0vle5n0""]","[""bc1q84rhek99gzaxh4vgwg3pvcd3kwvqxntj475t0k""]",[1.526093],[1.525993],0.0001,P2WPKH,180.224.139.35,108.115.223.235,43913,8333,US,AS15169
tx-rec-000116,2026-01-01T12:02:15+00:00,tx_norm_000116,"[""bc1qkqaudpzltrq0hytslrl6nmu5p2y40c5qfsxvr2""]","[""bc1q55awtvw784swfm5xvztw0rcxtvt9t4vv8ugat8""]",[1.756834],[1.756734],0.0001,P2WPKH,154.119.173.207,28.253.240.121,48495,8333,US,AS15169
tx-rec-000117,2026-01-01T12:02:41+00:00,tx_norm_000117,"[""bc1qvm8x5g990twp6gdlnf9v7eh8llzazp9lpr2mhw""]","[""bc1q55awtvw784swfm5xvztw0rcxtvt9t4vv8ugat8""]",[1.877043],[1.876943],0.0001,P2WPKH,180.224.139.35,39.16.213.141,50977,8333,US,AS15169
tx-rec-000118,2026-01-01T12:04:29+00:00,tx_norm_000118,"[""bc1q0v5596p00t8c62rjrhsj4jy2tvjgy2hephx33m""]","[""bc1qvlhg62yhue3n25laz4smt8jggvzammry77p663""]",[1.314497],[1.314397],0.0001,P2WPKH,19.74.105.47,108.115.223.235,56257,8333,US,AS15169
tx-rec-000119,2026-01-01T12:05:32+00:00,tx_norm_000119,"[""bc1qu857msn6shssgxlnmvn53ga92jag2u3vvmjgkt""]","[""bc1qvm8x5g990twp6gdlnf9v7eh8llzazp9lpr2mhw""]",[0.148143],[0.148043],0.0001,P2WPKH,49.43.84.219,89.186.6.102,48359,8333,US,AS15169
tx-rec-000120,2026-01-01T12:07:15+00:00,tx_norm_000120,"[""bc1q6y36mp84w8mmfljx7q8epacs3gzz379xwwd6uq""]","[""bc1qwm0j85fm8fp3z3jjzkehnz90tdrnsrc2ku6sgq""]",[1.68866],[1.68856],0.0001,P2WPKH,,,,,,
tx-rec-000121,2026-01-01T12:08:54+00:00,tx_norm_000121,"[""bc1qu857msn6shssgxlnmvn53ga92jag2u3vvmjgkt""]","[""bc1qn098rpw3f07j07nk8lt0tqc5yc34vmtrkzekum""]",[0.119754],[0.119654],0.0001,P2WPKH,63.184.150.126,31.135.115.136,51926,8333,US,AS15169
tx-rec-000122,2026-01-01T12:09:48+00:00,tx_norm_000122,"[""bc1q07cvy9nezky4z6y94frcmjel9q0xkrrpd3pccv""]","[""bc1qsjn93a9ck58qq3fkf7fwlqvse0dsvyfrkm88f0""]",[2.3286890000000002],[2.328589],0.0001,P2WPKH,28.253.240.121,180.224.139.35,53741,8333,US,AS15169
tx-rec-000123,2026-01-01T12:10:21+00:00,tx_norm_000123,"[""bc1qsns7kxgq4zm86kk3zxg4uhqj9uz8kexjwv9tfx""]","[""bc1qqfry9tkhfr9vu3w8gme0v67tcwq90y3rhsqnht""]",[1.046579],[1.046479],0.0001,P2WPKH,34.231.131.115,103.20.235.145,52216,8333,US,AS15169
tx-rec-000124,2026-01-01T12:10:41+00:00,tx_norm_000124,"[""bc1qu857msn6shssgxlnmvn53ga92jag2u3vvmjgkt""]","[""bc1qrsdel7k3js9zp4zetcys7jj25chgmjcm6zracu""]",[2.255933],[2.255833],0.0001,P2WPKH,149.16.240.229,31.135.115.136,42258,8333,US,AS15169
tx-rec-000125,2026-01-01T12:12:38+00:00,tx_norm_000125,"[""bc1qdpsvrymdl7p84vdsltvzumn0xu96qac0vle5n0""]","[""bc1q0gma8qqgpxtnpxfknxu36arla4qqyjh32fc93y""]",[1.936183],[1.936083],0.0001,P2WPKH,103.20.235.145,19.74.105.47,40261,8333,US,AS15169
tx-rec-000126,2026-01-01T12:13:30+00:00,tx_norm_000126,"[""bc1qsjn93a9ck58qq3fkf7fwlqvse0dsvyfrkm88f0""]","[""bc1qulyzp92shnx6lnh3dcpvcqayukgcczejzpkf7d""]",[1.413979],[1.413879],0.0001,P2WPKH,45.197.165.251,63.184.150.126,52067,8333,US,AS15169
tx-rec-000127,2026-01-01T12:14:50+00:00,tx_norm_000127,"[""bc1qqjut3v20xvllqf40ctmux3v8ljeacc6j4jwdru""]","[""bc1qsjn93a9ck58qq3fkf7fwlqvse0dsvyfrkm88f0""]",[1.833934],[1.833834],0.0001,P2WPKH,63.184.150.126,140.52.147.138,53436,8333,US,AS15169
tx-rec-000128,2026-01-01T12:14:58+00:00,tx_norm_000128,"[""bc1ql7qs6mr4uy40apyeq3qn4svm4ztdfdjcvu4ynu""]","[""bc1qt6gfp8gargkathudyzgaejyut59nvk4vvas9w5""]",[0.872695],[0.872595],0.0001,P2WPKH,74.175.194.153,154.119.173.207,52329,8333,US,AS15169
tx-rec-000129,2026-01-01T12:16:51+00:00,tx_norm_000129,"[""bc1qqdg9h7kxq5ml8pjn2fq4s0kxfxwh7ycnx3lkrx""]","[""bc1q57cpjc6xcdsrnqm78k8zaa7qcdxt94pezuytaa""]",[0.775801],[0.775701],0.0001,P2WPKH,63.184.150.126,66.149.19.12,41962,8333,US,AS15169
tx-rec-000130,2026-01-01T12:17:14+00:00,tx_norm_000130,"[""bc1qkqaudpzltrq0hytslrl6nmu5p2y40c5qfsxvr2""]","[""bc1qvlhg62yhue3n25laz4smt8jggvzammry77p663""]",[0.24173599999999998],[0.241636],0.0001,P2WPKH,149.16.240.229,76.210.1.191,55022,8333,US,AS15169
tx-rec-000131,2026-01-01T12:18:54+00:00,tx_norm_000131,"[""bc1qf98xgvk2zuzxv6h7e2ez9tgfyzkq5aylkr2ljv""]","[""bc1qnt3sga272xjzk9s7dsvc4dwrwezhhxjtr3mukc""]",[0.248087],[0.247987],0.0001,P2WPKH,,,,,,
tx-rec-000132,2026-01-01T12:20:43+00:00,tx_norm_000132,"[""bc1qrzytdt0kgppluy480wkx83uxaf5yah4w5gpryf""]","[""bc1qgj48cl883n8wv38p75xlhtt74ffgrpz4ecv87g""]",[1.48392],[1.48382],0.0001,P2WPKH,,,,,,
tx-rec-000133,2026-01-01T12:22:12+00:00,tx_norm_000133,"[""bc1q55awtvw784swfm5xvztw0rcxtvt9t4vv8ugat8""]","[""bc1q38qalhjfrcq99474ks67hrzja47860k9zkq5vh""]",[0.7363729999999999],[0.736273],0.0001,P2WPKH,89.186.6.102,180.224.139.35,50422,8333,US,AS15169
tx-rec-000134,2026-01-01T12:23:14+00:00,tx_norm_000134,"[""bc1qvlhg62yhue3n25laz4smt8jggvzammry77p663""]","[""bc1ql7qs6mr4uy40apyeq3qn4svm4ztdfdjcvu4ynu""]",[0.196072],[0.195972],0.0001,P2WPKH,178.221.90.31,19.74.105.47,45092,8333,US,AS15169
tx-rec-000135,2026-01-01T12:23:32+00:00,tx_norm_000135,"[""bc1qraafea5fypwmak0aflngg7hwt63jncusp8708h""]","[""bc1qdpsvrymdl7p84vdsltvzumn0xu96qac0vle5n0""]",[1.170577],[1.170477],0.0001,P2WPKH,28.253.240.121,154.119.173.207,54808,8333,US,AS15169
tx-rec-000136,2026-01-01T12:24:16+00:00,tx_norm_000136,"[""bc1qdpsvrymdl7p84vdsltvzumn0xu96qac0vle5n0""]","[""bc1q38qalhjfrcq99474ks67hrzja47860k9zkq5vh""]",[2.132781],[2.132681],0.0001,P2WPKH,,,,,,
tx-rec-000137,2026-01-01T12:26:04+00:00,tx_norm_000137,"[""bc1qz5dkcg984aem8v6clcshjha0yjy7d2hwnhkvfw""]","[""bc1qulyzp92shnx6lnh3dcpvcqayukgcczejzpkf7d""]",[2.067803],[2.067703],0.0001,P2WPKH,31.135.115.136,63.184.150.126,44860,8333,US,AS15169
tx-rec-000138,2026-01-01T12:26:20+00:00,tx_norm_000138,"[""bc1qkqaudpzltrq0hytslrl6nmu5p2y40c5qfsxvr2""]","[""bc1qqfry9tkhfr9vu3w8gme0v67tcwq90y3rhsqnht""]",[2.4214160000000002],[2.421316],0.0001,P2WPKH,31.135.115.136,107.97.21.175,48525,8333,US,AS15169
tx-rec-000139,2026-01-01T12:28:09+00:00,tx_norm_000139,"[""bc1qv3fn7qh8n0ss4f6yj28vgtpzmywmrjukwrh98n""]","[""bc1qvlq28a3849ndd79xnm6r6eznkpus82c97ywcne""]",[2.380821],[2.380721],0.0001,P2WPKH,28.253.240.121,178.221.90.31,48187,8333,US,AS15169
tx-rec-000140,2026-01-01T12:28:26+00:00,tx_norm_000140,"[""bc1qdpsvrymdl7p84vdsltvzumn0xu96qac0vle5n0""]","[""bc1q6y36mp84w8mmfljx7q8epacs3gzz379xwwd6uq""]",[2.011803],[2.011703],0.0001,P2WPKH,,,,,,
tx-rec-000141,2026-01-01T12:28:32+00:00,tx_norm_000141,"[""bc1qxvanm5sksj0c0xwua2wy3h3ss5hk9vf7kr7azn""]","[""bc1qqfry9tkhfr9vu3w8gme0v67tcwq90y3rhsqnht""]",[0.33558099999999996],[0.335481],0.0001,P2WPKH,154.119.173.207,107.97.21.175,42753,8333,US,AS15169
tx-rec-000142,2026-01-01T12:29:51+00:00,tx_norm_000142,"[""bc1qwm0j85fm8fp3z3jjzkehnz90tdrnsrc2ku6sgq""]","[""bc1q38qalhjfrcq99474ks67hrzja47860k9zkq5vh""]",[2.2944970000000002],[2.294397],0.0001,P2WPKH,,,,,,
tx-rec-000143,2026-01-01T12:30:04+00:00,tx_norm_000143,"[""bc1qsjn93a9ck58qq3fkf7fwlqvse0dsvyfrkm88f0""]","[""bc1qakj6y5prmulu02nlnsfnhnayhtpa32gh7mcqrv""]",[1.114244],[1.114144],0.0001,P2WPKH,,,,,,
tx-rec-000144,2026-01-01T12:32:04+00:00,tx_norm_000144,"[""bc1qjuaalzh5kdkkgc7ql8s2rqtepuzh2jlvvgjgrf""]","[""bc1qmzn0uapy544k9mq7n9hwv3f90sn9rkf03wwkul""]",[0.116414],[0.116314],0.0001,P2WPKH,49.43.84.219,45.197.165.251,52943,8333,US,AS15169
tx-rec-000145,2026-01-01T12:33:12+00:00,tx_norm_000145,"[""bc1qvlq28a3849ndd79xnm6r6eznkpus82c97ywcne""]","[""bc1qrzytdt0kgppluy480wkx83uxaf5yah4w5gpryf""]",[1.7113],[1.7112],0.0001,P2WPKH,144.114.30.175,49.43.84.219,49170,8333,US,AS15169
tx-rec-000146,2026-01-01T12:34:14+00:00,tx_norm_000146,"[""bc1q07cvy9nezky4z6y94frcmjel9q0xkrrpd3pccv""]","[""bc1qxg98k9lwe8zj324ntf3ezjzv0rpk9n4fgyw9j6""]",[1.539225],[1.539125],0.0001,P2WPKH,176.247.108.96,25.117.34.132,53500,8333,US,AS15169
tx-rec-000147,2026-01-01T12:36:11+00:00,tx_norm_000147,"[""bc1qt6gfp8gargkathudyzgaejyut59nvk4vvas9w5""]","[""bc1qr7fcdrsl326mp9phg9s4faphp2em0a759c0r6e""]",[0.161938],[0.161838],0.0001,P2WPKH,140.52.147.138,66.149.19.12,57229,8333,US,AS15169
tx-rec-000148,2026-01-01T12:36:47+00:00,tx_norm_000148,"[""bc1q84rhek99gzaxh4vgwg3pvcd3kwvqxntj475t0k""]","[""bc1qyqemyaetupurpjnfdd67yh853v4suw2cs5e6us""]",[1.989267],[1.989167],0.0001,P2WPKH,107.97.21.175,154.119.173.207,57842,8333,US,AS15169
tx-rec-000149,2026-01-01T12:38:32+00:00,tx_norm_000149,"[""bc1qqjut3v20xvllqf40ctmux3v8ljeacc6j4jwdru""]","[""bc1qn5hzcqnvvvecqsv23nxzrf4nvgqw2tad5jlt63""]",[2.2826660000000003],[2.282566],0.0001,P2WPKH,89.186.6.102,34.231.131.115,40854,8333,US,AS15169
tx-rec-000150,2026-01-01T12:39:17+00:00,tx_norm_000150,"[""bc1qnt3sga272xjzk9s7dsvc4dwrwezhhxjtr3mukc""]","[""bc1ql7qs6mr4uy40apyeq3qn4svm4ztdfdjcvu4ynu""]",[0.083066],[0.082966],0.0001,P2WPKH,34.231.131.115,31.135.115.136,57348,8333,US,AS15169
tx-rec-000151,2026-01-01T12:40:07+00:00,tx_norm_000151,"[""bc1q3p65c898syar0nq24aejwqa4xam855rmfkhkp7""]","[""bc1qwm0j85fm8fp3z3jjzkehnz90tdrnsrc2ku6sgq""]",[2.499118],[2.499018],0.0001,P2WPKH,39.16.213.141,34.231.131.115,47902,8333,US,AS15169
tx-rec-000152,2026-01-01T12:40:46+00:00,tx_norm_000152,"[""bc1qyqemyaetupurpjnfdd67yh853v4suw2cs5e6us""]","[""bc1qx6w6xzehxyxw0l4zazkhyvg746g96rtls6vwuj""]",[0.149313],[0.149213],0.0001,P2WPKH,63.184.150.126,45.197.165.251,51626,8333,US,AS15169
tx-rec-000153,2026-01-01T12:42:38+00:00,tx_norm_000153,"[""bc1qv3fn7qh8n0ss4f6yj28vgtpzmywmrjukwrh98n""]","[""bc1qsjn93a9ck58qq3fkf7fwlqvse0dsvyfrkm88f0""]",[0.599112],[0.599012],0.0001,P2WPKH,180.224.139.35,107.97.21.175,59384,8333,US,AS15169
tx-rec-000154,2026-01-01T12:42:46+00:00,tx_norm_000154,"[""bc1qkqaudpzltrq0hytslrl6nmu5p2y40c5qfsxvr2""]","[""bc1qrsdel7k3js9zp4zetcys7jj25chgmjcm6zracu""]",[0.8857889999999999],[0.885689],0.0001,P2WPKH,140.52.147.138,45.197.165.251,56129,8333,US,AS15169
tx-rec-000155,2026-01-01T12:44:00+00:00,tx_norm_000155,"[""bc1qulyzp92shnx6lnh3dcpvcqayukgcczejzpkf7d""]","[""bc1qv3fn7qh8n0ss4f6yj28vgtpzmywmrjukwrh98n""]",[1.231287],[1.231187],0.0001,P2WPKH,,,,,,
tx-rec-000156,2026-01-01T12:44:34+00:00,tx_norm_000156,"[""bc1qnt3sga272xjzk9s7dsvc4dwrwezhhxjtr3mukc""]","[""bc1ql7qs6mr4uy40apyeq3qn4svm4ztdfdjcvu4ynu""]",[0.059721],[0.059621],0.0001,P2WPKH,117.117.145.15,176.247.108.96,44275,8333,US,AS15169
tx-rec-000157,2026-01-01T12:45:22+00:00,tx_norm_000157,"[""bc1qkqaudpzltrq0hytslrl6nmu5p2y40c5qfsxvr2""]","[""bc1qv3fn7qh8n0ss4f6yj28vgtpzmywmrjukwrh98n""]",[2.297864],[2.297764],0.0001,P2WPKH,117.117.145.15,31.135.115.136,44840,8333,US,AS15169
tx-rec-000158,2026-01-01T12:46:42+00:00,tx_norm_000158,"[""bc1qkqaudpzltrq0hytslrl6nmu5p2y40c5qfsxvr2""]","[""bc1q07cvy9nezky4z6y94frcmjel9q0xkrrpd3pccv""]",[1.938273],[1.938173],0.0001,P2WPKH,154.119.173.207,103.20.235.145,52962,8333,US,AS15169
tx-rec-000159,2026-01-01T12:48:02+00:00,tx_norm_000159,"[""bc1q6y36mp84w8mmfljx7q8epacs3gzz379xwwd6uq""]","[""bc1qn5hzcqnvvvecqsv23nxzrf4nvgqw2tad5jlt63""]",[0.761495],[0.761395],0.0001,P2WPKH,,,,,,
tx-rec-000160,2026-01-01T12:48:27+00:00,tx_norm_000160,"[""bc1q57cpjc6xcdsrnqm78k8zaa7qcdxt94pezuytaa""]","[""bc1q0v5596p00t8c62rjrhsj4jy2tvjgy2hephx33m""]",[1.9817879999999999],[1.981688],0.0001,P2WPKH,176.247.108.96,117.117.145.15,58414,8333,US,AS15169
tx-rec-000161,2026-01-01T12:50:00+00:00,tx_norm_000161,"[""bc1q3pamfqd2vdz9zy3ndtpy5mt23sdelmpydsljen""]","[""bc1qn5hzcqnvvvecqsv23nxzrf4nvgqw2tad5jlt63""]",[0.5659609999999999],[0.565861],0.0001,P2WPKH,49.43.84.219,76.210.1.191,49650,8333,US,AS15169
tx-rec-000162,2026-01-01T12:50:21+00:00,tx_norm_000162,"[""bc1qv3fn7qh8n0ss4f6yj28vgtpzmywmrjukwrh98n""]","[""bc1qqdg9h7kxq5ml8pjn2fq4s0kxfxwh7ycnx3lkrx""]",[0.014577],[0.014477],0.0001,P2WPKH,19.74.105.47,89.186.6.102,41061,8333,US,AS15169
tx-rec-000163,2026-01-01T12:50:49+00:00,tx_norm_000163,"[""bc1qnt3sga272xjzk9s7dsvc4dwrwezhhxjtr3mukc""]","[""bc1qsns7kxgq4zm86kk3zxg4uhqj9uz8kexjwv9tfx""]",[2.3034850000000002],[2.303385],0.0001,P2WPKH,63.184.150.126,108.115.223.235,43411,8333,US,AS15169
tx-rec-000164,2026-01-01T12:51:57+00:00,tx_norm_000164,"[""bc1q07cvy9nezky4z6y94frcmjel9q0xkrrpd3pccv""]","[""bc1qn5hzcqnvvvecqsv23nxzrf4nvgqw2tad5jlt63""]",[1.866005],[1.865905],0.0001,P2WPKH,117.117.145.15,49.43.84.219,42907,8333,US,AS15169
